epoch,step,test_loss,test_mae,test_mae_at_15,test_mae_at_30,test_mae_at_60,test_mape,test_mape_at_15,test_mape_at_30,test_mape_at_60,test_rmse,test_rmse_at_15,test_rmse_at_30,test_rmse_at_60,train_loss,train_mae,train_mae_at_15,train_mae_at_30,train_mae_at_60,train_mape,train_mape_at_15,train_mape_at_30,train_mape_at_60,train_rmse,train_rmse_at_15,train_rmse_at_30,train_rmse_at_60,val_loss,val_mae,val_mae_at_15,val_mae_at_30,val_mae_at_60,val_mape,val_mape_at_15,val_mape_at_30,val_mape_at_60,val_rmse,val_rmse_at_15,val_rmse_at_30,val_rmse_at_60
0,384,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0640945434570312,2.9528067111968994,2.569143772125244,2.9411165714263916,3.531381130218506,0.08188901096582413,0.0668957382440567,0.08149346709251404,0.10437333583831787,6.182636737823486,5.13518762588501,6.17220401763916,7.4847798347473145
0,384,,,,,,,,,,,,,,3.65378475189209,3.653020143508911,3.120866537094116,3.642857313156128,4.4349751472473145,0.10452329367399216,0.08503767102956772,0.10368487983942032,0.13416430354118347,7.271014213562012,6.010747909545898,7.248329162597656,8.791385650634766,,,,,,,,,,,,,
1,769,,,,,,,,,,,,,,,,,,,,,,,,,,,2.928925037384033,2.8095359802246094,2.499290943145752,2.8323864936828613,3.2690067291259766,0.07894732803106308,0.06501159816980362,0.07965076714754105,0.09785227477550507,5.877549171447754,4.984485626220703,5.904137134552002,6.990276336669922
1,769,,,,,,,,,,,,,,3.2696914672851562,3.2701549530029297,2.8549106121063232,3.2969000339508057,3.8782007694244385,0.09182852506637573,0.07509810477495193,0.09257639199495316,0.11561724543571472,6.599579811096191,5.5329461097717285,6.634331703186035,7.908937454223633,,,,,,,,,,,,,
2,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,2.881383180618286,2.7571682929992676,2.467787742614746,2.7786357402801514,3.1784114837646484,0.07709135860204697,0.06479271501302719,0.07817701995372772,0.09352777153253555,5.723060607910156,4.900570869445801,5.751953601837158,6.761501312255859
2,1154,,,,,,,,,,,,,,3.1091556549072266,3.109076499938965,2.780057191848755,3.156200885772705,3.5917675495147705,0.08631987869739532,0.07262764126062393,0.08801688998937607,0.10508503764867783,6.277424335479736,5.406501770019531,6.345773696899414,7.379344940185547,,,,,,,,,,,,,
3,1539,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8711724281311035,2.746995449066162,2.449286699295044,2.7702388763427734,3.1763808727264404,0.07520318776369095,0.06338285654783249,0.07626309245824814,0.09095721691846848,5.769944667816162,4.91119909286499,5.795506000518799,6.839772701263428
3,1539,,,,,,,,,,,,,,3.035123348236084,3.0346286296844482,2.743074893951416,3.0866615772247314,3.465444326400757,0.08381638675928116,0.07159052044153214,0.08582479506731033,0.10048478096723557,6.1381964683532715,5.339817523956299,6.21951961517334,7.1614556312561035,,,,,,,,,,,,,
4,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8391408920288086,2.7107815742492676,2.4400272369384766,2.7387566566467285,3.101323366165161,0.07481888681650162,0.06284250319004059,0.07576955854892731,0.0905633270740509,5.669640064239502,4.891279697418213,5.711522102355957,6.649364471435547
4,1924,,,,,,,,,,,,,,2.987558126449585,2.9870445728302,2.718386173248291,3.038060188293457,3.3907811641693115,0.08223675936460495,0.07090865075588226,0.08423782885074615,0.097828209400177,6.051581382751465,5.296870708465576,6.143514156341553,7.0269951820373535,,,,,,,,,,,,,
