epoch,step,test_loss,test_mae,test_mae_at_15,test_mae_at_30,test_mae_at_60,test_mape,test_mape_at_15,test_mape_at_30,test_mape_at_60,test_rmse,test_rmse_at_15,test_rmse_at_30,test_rmse_at_60,train_loss,train_mae,train_mae_at_15,train_mae_at_30,train_mae_at_60,train_mape,train_mape_at_15,train_mape_at_30,train_mape_at_60,train_rmse,train_rmse_at_15,train_rmse_at_30,train_rmse_at_60,val_loss,val_mae,val_mae_at_15,val_mae_at_30,val_mae_at_60,val_mape,val_mape_at_15,val_mape_at_30,val_mape_at_60,val_rmse,val_rmse_at_15,val_rmse_at_30,val_rmse_at_60
0,1539,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9543635845184326,3.0615739822387695,2.5560314655303955,3.0422170162200928,3.820479154586792,0.08394321799278259,0.06523146480321884,0.08295243233442307,0.11202874779701233,6.456564426422119,5.121237277984619,6.384210109710693,8.044391632080078
0,1539,,,,,,,,,,,,,,3.8086130619049072,3.808178424835205,3.175022602081299,3.810671329498291,4.751498699188232,0.10592903941869736,0.08309413492679596,0.10608889162540436,0.13990725576877594,7.43809175491333,5.957906723022461,7.457916259765625,9.176407814025879,,,,,,,,,,,,,
1,3079,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9152772426605225,3.0202221870422363,2.539555072784424,3.0057966709136963,3.7382044792175293,0.0848957896232605,0.06522266566753387,0.08411762863397598,0.1134231835603714,6.319589614868164,5.051496982574463,6.25415563583374,7.84244966506958
1,3079,,,,,,,,,,,,,,3.635382890701294,3.6345393657684326,3.0094127655029297,3.6199262142181396,4.560707092285156,0.10153435170650482,0.07818636298179626,0.10063900798559189,0.13620248436927795,7.204623222351074,5.729857444763184,7.147263050079346,8.945545196533203,,,,,,,,,,,,,
2,4619,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8970186710357666,3.000910758972168,2.535958766937256,2.9811670780181885,3.7165281772613525,0.08362392336130142,0.06621874123811722,0.0825946033000946,0.11112654209136963,6.267298221588135,5.0202765464782715,6.200656890869141,7.754432201385498
2,4619,,,,,,,,,,,,,,3.5925967693328857,3.591346502304077,2.981971263885498,3.576444149017334,4.497160911560059,0.10047871619462967,0.07758861780166626,0.09960269182920456,0.13438113033771515,7.131994247436523,5.675252437591553,7.073071002960205,8.85202407836914,,,,,,,,,,,,,
3,6159,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9000678062438965,3.004314422607422,2.5377166271209717,2.9789867401123047,3.7090585231781006,0.08308785408735275,0.06529057025909424,0.08165150135755539,0.1099935919046402,6.230328559875488,4.987732887268066,6.172303199768066,7.719470500946045
3,6159,,,,,,,,,,,,,,3.5698788166046143,3.568539619445801,2.9671976566314697,3.555046796798706,4.46181058883667,0.09994256496429443,0.0772768184542656,0.09910193830728531,0.13348400592803955,7.091416358947754,5.6470184326171875,7.035970211029053,8.796196937561035,,,,,,,,,,,,,
4,7699,,,,,,,,,,,,,,,,,,,,,,,,,,,2.888298273086548,2.991405487060547,2.5065715312957764,2.9748477935791016,3.7309672832489014,0.07884318381547928,0.06179966777563095,0.07805480808019638,0.10442398488521576,6.331521987915039,5.011093616485596,6.2591328620910645,7.921939373016357
4,7699,,,,,,,,,,,,,,3.551034927368164,3.5508663654327393,2.956289291381836,3.5376665592193604,4.434260845184326,0.09947510808706284,0.07699476927518845,0.09864193946123123,0.13270948827266693,7.056836128234863,5.6250691413879395,7.002520561218262,8.750317573547363,,,,,,,,,,,,,
