epoch,step,test_loss,test_mae,test_mae_at_15,test_mae_at_30,test_mae_at_60,test_mape,test_mape_at_15,test_mape_at_30,test_mape_at_60,test_rmse,test_rmse_at_15,test_rmse_at_30,test_rmse_at_60,train_loss,train_mae,train_mae_at_15,train_mae_at_30,train_mae_at_60,train_mape,train_mape_at_15,train_mape_at_30,train_mape_at_60,train_rmse,train_rmse_at_15,train_rmse_at_30,train_rmse_at_60,val_loss,val_mae,val_mae_at_15,val_mae_at_30,val_mae_at_60,val_mape,val_mape_at_15,val_mape_at_30,val_mape_at_60,val_rmse,val_rmse_at_15,val_rmse_at_30,val_rmse_at_60
0,585,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125778913497925,2.125778913497925,1.5723446607589722,2.102478265762329,2.9519968032836914,0.05088420584797859,0.03551943972706795,0.0495137982070446,0.07414819300174713,4.948222637176514,3.2891156673431396,4.748558521270752,6.718133449554443
0,585,,,,,,,,,,,,,,2.3329265117645264,2.332871913909912,1.882847547531128,2.3288490772247314,2.990802764892578,0.05820927768945694,0.046136774122714996,0.05789060518145561,0.0755254328250885,5.361597061157227,4.234747886657715,5.2920355796813965,6.642498970031738,,,,,,,,,,,,,
1,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0543813705444336,2.0543811321258545,1.5757302045822144,2.0521230697631836,2.7582404613494873,0.05060592293739319,0.03702450171113014,0.04986858740448952,0.07083635777235031,4.667258262634277,3.2713959217071533,4.53948450088501,6.190621376037598
1,1171,,,,,,,,,,,,,,1.9118660688400269,1.911872148513794,1.446523904800415,1.8982824087142944,2.606414794921875,0.04320497065782547,0.031085899099707603,0.042296357452869415,0.061572518199682236,4.374001502990723,2.9823861122131348,4.217886924743652,5.888443946838379,,,,,,,,,,,,,
2,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9550749063491821,1.955074667930603,1.5161393880844116,1.9795033931732178,2.5969347953796387,0.04610450938344002,0.03361023962497711,0.046262625604867935,0.06411723792552948,4.420474529266357,3.133134365081787,4.3512492179870605,5.825014591217041
2,1757,,,,,,,,,,,,,,1.833531141281128,1.8335399627685547,1.4233978986740112,1.8410793542861938,2.438464403152466,0.04155846685171127,0.030676592141389847,0.04133841395378113,0.057692963629961014,4.122751235961914,2.924470901489258,4.034507751464844,5.443582534790039,,,,,,,,,,,,,
3,2343,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8984235525131226,1.8984233140945435,1.4910944700241089,1.9412809610366821,2.4710617065429688,0.045557502657175064,0.032893262803554535,0.046206552535295486,0.06281694769859314,4.3269829750061035,3.098938226699829,4.293405055999756,5.638510227203369
3,2343,,,,,,,,,,,,,,1.770691990852356,1.7706871032714844,1.393432378768921,1.798494577407837,2.3178775310516357,0.039920903742313385,0.029511164873838425,0.040351755917072296,0.054707180708646774,3.9540653228759766,2.8636395931243896,3.9201161861419678,5.1538777351379395,,,,,,,,,,,,,
4,2929,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8610280752182007,1.8610284328460693,1.4746174812316895,1.9119223356246948,2.3968682289123535,0.04435267299413681,0.0323185920715332,0.04525703191757202,0.060381270945072174,4.2165632247924805,3.0660455226898193,4.210367679595947,5.439377784729004
4,2929,,,,,,,,,,,,,,1.7300666570663452,1.730047583580017,1.3763706684112549,1.766932725906372,2.2388510704040527,0.0387972854077816,0.02893049269914627,0.03952224925160408,0.05249644070863724,3.8449020385742188,2.8305141925811768,3.8367762565612793,4.964432239532471,,,,,,,,,,,,,
