epoch,step,test_loss,test_mae,test_mae_at_15,test_mae_at_30,test_mae_at_60,test_mape,test_mape_at_15,test_mape_at_30,test_mape_at_60,test_rmse,test_rmse_at_15,test_rmse_at_30,test_rmse_at_60,train_loss,train_mae,train_mae_at_15,train_mae_at_30,train_mae_at_60,train_mape,train_mape_at_15,train_mape_at_30,train_mape_at_60,train_rmse,train_rmse_at_15,train_rmse_at_30,train_rmse_at_60,val_loss,val_mae,val_mae_at_15,val_mae_at_30,val_mae_at_60,val_mape,val_mape_at_15,val_mape_at_30,val_mape_at_60,val_rmse,val_rmse_at_15,val_rmse_at_30,val_rmse_at_60
0,384,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2467081546783447,3.1173667907714844,2.5950427055358887,3.098904848098755,3.899679660797119,0.08497273921966553,0.06523264199495316,0.0837748721241951,0.11452147364616394,6.515275478363037,5.166528224945068,6.44955587387085,8.100691795349121
0,384,,,,,,,,,,,,,,3.979536533355713,3.980701208114624,3.526614189147949,3.9282891750335693,4.892162322998047,0.11042973399162292,0.08997640758752823,0.10825252532958984,0.14245697855949402,7.6357011795043945,6.380943775177002,7.504854679107666,9.312226295471191,,,,,,,,,,,,,
1,769,,,,,,,,,,,,,,,,,,,,,,,,,,,3.223918914794922,3.0942678451538086,2.5785093307495117,3.074730157852173,3.863192319869995,0.08260636031627655,0.0637844055891037,0.08140149712562561,0.1105915829539299,6.45608377456665,5.111307144165039,6.395754814147949,8.046996116638184
1,769,,,,,,,,,,,,,,3.697234630584717,3.6971240043640137,3.071366548538208,3.67681622505188,4.638350009918213,0.1028667539358139,0.07981307059526443,0.10185949504375458,0.1372995525598526,7.292529582977295,5.799274444580078,7.238692760467529,9.039172172546387,,,,,,,,,,,,,
2,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1787145137786865,3.044928550720215,2.5562191009521484,3.0366504192352295,3.7678327560424805,0.08634093403816223,0.06595823168754578,0.08586179465055466,0.11611618846654892,6.360995769500732,5.086222171783447,6.298219680786133,7.883610725402832
2,1154,,,,,,,,,,,,,,3.6499621868133545,3.64931058883667,3.030121088027954,3.631465196609497,4.57631778717041,0.1017574816942215,0.07856259495019913,0.10077505558729172,0.1362362951040268,7.217500686645508,5.741286277770996,7.162886619567871,8.955207824707031,,,,,,,,,,,,,
3,1539,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16728138923645,3.03360915184021,2.550699234008789,3.0160937309265137,3.7593629360198975,0.08257921040058136,0.06370129436254501,0.08165974915027618,0.11051638424396515,6.343209743499756,5.066676139831543,6.286134719848633,7.867432117462158
3,1539,,,,,,,,,,,,,,3.622711181640625,3.6222567558288574,3.0054519176483154,3.6065478324890137,4.542842388153076,0.1011604592204094,0.07793581485748291,0.10028602927923203,0.13544300198554993,7.179283618927002,5.7081732749938965,7.122218608856201,8.915486335754395,,,,,,,,,,,,,
4,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1776974201202393,3.0435845851898193,2.5357112884521484,3.019049644470215,3.807591676712036,0.0814361721277237,0.063109390437603,0.08060626685619354,0.1087409257888794,6.4611968994140625,5.106462001800537,6.371520042419434,8.07690143585205
4,1924,,,,,,,,,,,,,,3.604384660720825,3.604456663131714,2.991572856903076,3.588956832885742,4.516131401062012,0.10069376230239868,0.07760769873857498,0.09989491105079651,0.1346689760684967,7.149294376373291,5.687689304351807,7.09115743637085,8.87634563446045,,,,,,,,,,,,,
